#GENE	COV002_endo	COV003_endo	COV004_endo	COV005_endo	COV006_endo	COV007_endo	COV008_endo	COV010_endo	COV011_endo	COV012_endo	COV013_endo	COV014_endo	COV015_endo	COV016_endo
AC108749.1	8	1	11	0	0	77	12	18	21	1	27	3	5	27
AC108750.1	0	0	0	0	0	0	0	2	0	0	0	0	0	0
AC108751.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC108751.2	0	0	1	0	0	0	1	0	0	0	1	1	0	1
AC108751.3	0	0	4	0	0	0	1	0	0	0	0	0	0	0
AC108751.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC108751.5	0	3	1	1	4	2	6	3	0	1	1	0	0	6
AC108752.1	0	1	0	0	8	0	1	0	11	0	0	0	36	0
AC108860.1	30	0	0	0	0	4	0	0	0	0	0	0	0	1
AC108860.2	0	168	32	0	13	15	7	5	10	0	0	0	25	1
AC108860.3	7	0	0	0	0	8	5	0	1	0	6	0	0	4
AC108861.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AC108863.1	0	0	0	0	5	0	0	0	0	0	0	0	0	0
AC108863.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC108865.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC108865.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC108867.1	0	0	1	0	0	6	0	0	0	0	0	0	0	0
AC108868.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC108868.2	0	0	0	1	0	0	1	0	0	0	0	0	0	1
AC108879.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC108925.1	0	0	0	0	0	0	3	0	1	1	0	0	0	0
AC108935.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC108938.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC108941.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC108941.2	28	18	19	0	4	2	7	7	8	9	14	6	14	6
AC109129.1	11	0	0	0	0	0	1	0	0	0	0	2	2	0
AC109131.1	21	0	0	0	0	0	0	3	0	0	0	0	0	0
AC109133.1	0	0	1	0	0	6	7	0	0	0	0	0	0	0
AC109136.1	0	0	4	0	3	0	0	4	0	0	11	0	0	0
AC109309.1	0	0	1	0	2	0	0	0	0	0	0	0	0	0
AC109309.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC109315.1	0	0	0	0	0	0	0	0	0	0	5	0	0	0
AC109322.1	14	115	24	189	40	23	55	49	40	42	30	16	11	47
AC109322.2	34	0	6	1	1	0	2	0	0	2	0	6	3	1
AC109326.1	33	1	9	0	11	26	31	20	32	24	26	42	45	47
AC109329.1	0	0	0	1	0	1	0	0	6	0	0	0	0	3
AC109347.1	125	216	25	0	71	106	47	42	39	40	3	5	34	49
AC109347.2	22	0	47	0	9	16	7	18	17	21	48	6	37	30
AC109349.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC109361.1	29	0	0	0	1	0	0	0	15	7	0	38	0	50
AC109361.2	0	0	0	1	0	0	0	0	0	0	2	0	0	0
AC109439.1	29	0	0	0	0	0	0	0	24	0	0	0	10	0
AC109441.1	44	2	0	0	0	5	0	1	0	0	9	0	24	15
AC109445.1	0	0	0	0	5	0	0	0	0	0	0	0	0	0
AC109446.1	2	4	4	3	2	1	4	14	13	7	1	1	15	0
AC109446.2	1	0	0	0	0	0	0	1	0	0	0	0	0	0
AC109446.3	0	0	3	0	0	3	0	0	0	0	0	0	0	0
AC109446.4	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC109449.1	0	0	5	0	8	5	0	0	11	3	0	0	0	0
AC109454.1	3	7	7	2	5	1	9	4	1	1	19	1	3	10
AC109454.2	15	1	57	2	5	2	13	80	9	33	18	34	25	99
AC109454.3	0	0	0	0	0	2	2	0	3	0	2	4	2	0
AC109454.4	10	0	0	0	0	6	8	0	8	6	0	6	0	0
AC109458.1	0	2	0	0	0	0	1	0	2	0	22	1	0	0
AC109458.2	6	0	30	0	0	22	7	51	35	0	2	0	2	0
AC109460.1	34	3	2	29	20	23	19	7	19	9	33	15	2	56
AC109460.2	59	108	39	133	49	65	109	58	36	35	37	53	55	114
AC109460.3	2	1	0	0	0	3	5	6	2	2	0	0	3	0
AC109460.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC109462.1	0	0	0	0	0	1	4	0	8	0	0	0	8	0
AC109462.2	0	0	3	0	0	0	0	0	0	0	0	0	0	0
AC109462.3	10	0	0	0	6	0	0	5	0	0	0	0	0	0
AC109464.1	0	0	19	0	0	3	0	9	0	0	0	0	2	32
AC109464.2	6	0	0	0	10	0	0	0	4	0	0	5	0	0
AC109466.1	53	224	17	0	4	2	28	9	23	6	14	4	52	54
AC109471.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC109472.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
AC109479.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC109479.2	34	0	0	0	0	0	0	0	0	0	0	0	0	0
AC109479.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC109481.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC109481.2	1	0	1	0	2	3	8	11	5	0	1	1	0	5
AC109486.1	4	0	2	0	0	0	3	0	13	0	18	0	1	0
AC109486.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC109486.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC109492.1	0	0	0	0	0	10	2	0	1	0	0	0	1	0
AC109495.1	0	0	0	0	0	0	8	0	0	0	0	0	0	0
AC109517.1	0	0	0	0	0	14	0	0	0	0	0	0	54	0
AC109583.1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AC109583.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC109583.3	3	0	0	0	0	1	1	0	1	7	0	5	0	3
AC109583.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC109587.1	19	142	50	73	50	76	62	74	51	51	58	83	32	50
AC109597.1	1	0	6	0	1	7	2	0	2	0	18	6	4	0
AC109597.2	0	0	0	3	0	0	0	9	0	2	4	0	36	12
AC109630.1	40	0	1	67	0	9	4	39	7	0	114	0	0	0
AC109631.1	0	0	0	0	3	1	0	0	7	0	3	2	0	1
AC109635.1	0	0	0	1	0	0	0	0	2	0	0	0	0	0
AC109635.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC109635.3	30	4	0	1	0	8	1	2	9	0	3	11	12	17
AC109635.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC109635.5	17	2	1	4	4	11	0	5	5	0	4	6	4	14
AC109635.6	16	1	0	0	1	15	0	14	31	0	5	1	0	2
AC109635.7	0	0	0	0	0	0	7	0	0	0	0	0	4	0
AC109638.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC109642.1	0	0	0	0	0	0	0	0	3	0	0	0	0	4
AC109780.1	1	3	0	0	1	19	1	14	12	0	0	0	8	2
AC109780.2	15	0	0	0	0	5	0	0	28	0	19	0	0	6
AC109782.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC109809.1	0	0	2	0	0	0	0	0	0	0	0	0	19	0
AC109810.1	0	0	2	0	0	0	0	0	4	0	0	0	7	0
AC109811.1	0	0	4	0	0	0	0	4	0	0	0	1	19	0
AC109811.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC109824.1	0	0	0	0	0	2	0	0	0	0	0	0	0	0
AC109925.1	3	4	2	0	4	5	3	2	1	0	0	3	3	2
AC109925.2	0	0	6	0	0	0	0	0	0	0	0	0	10	0
AC109927.1	9	8	1	0	0	0	8	0	1	0	0	15	55	7
AC109927.2	0	1	1	1	1	5	0	0	5	0	0	0	1	1
AC109992.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC109992.2	0	0	0	0	0	0	0	0	0	0	0	0	0	10
AC110011.1	0	0	7	0	0	0	0	6	3	0	11	0	17	0
AC110014.1	0	0	0	0	0	16	0	0	1	0	0	0	0	16
AC110015.1	1	0	0	0	21	7	7	2	5	0	0	10	16	4
AC110023.1	17	0	0	0	0	0	0	0	0	0	0	0	0	0
AC110048.1	0	0	0	0	0	0	1	0	1	0	0	0	0	0
AC110048.2	61	2	6	0	28	5	9	25	28	3	0	4	1	16
AC110053.1	12	0	3	0	0	0	0	0	0	0	0	0	9	0
AC110056.1	1	1	0	1	0	1	2	1	6	5	0	1	13	0
AC110058.1	0	0	17	0	0	9	6	0	5	4	0	0	5	5
AC110079.1	62	29	60	207	53	68	43	60	46	41	50	23	11	36
AC110275.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC110285.1	0	0	1	0	0	1	0	0	1	0	0	0	0	3
AC110285.2	0	8	0	0	1	0	0	0	1	0	1	0	0	2
AC110285.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC110285.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC110285.5	0	0	0	0	0	0	1	2	0	0	0	1	0	0
AC110285.6	48	0	15	2	50	63	17	19	17	27	18	27	10	21
AC110288.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC110296.1	7	0	2	0	0	1	0	0	0	0	0	3	1	0
AC110373.1	2	0	2	0	0	0	7	0	19	0	1	0	0	2
AC110491.1	0	0	0	0	0	0	0	0	16	0	0	0	0	0
AC110491.2	2	0	2	0	0	0	0	5	0	3	1	0	0	0
AC110491.3	0	0	0	0	0	4	0	2	20	0	0	0	0	0
AC110588.1	3	4	6	1	17	5	2	4	1	5	1	15	6	4
AC110597.1	0	0	27	0	10	0	0	0	0	7	0	24	6	3
AC110597.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC110602.1	5	1	1	0	2	1	9	0	1	0	1	0	0	1
AC110602.2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AC110603.1	0	0	0	0	0	0	0	0	0	0	3	0	0	0
AC110609.1	3	37	0	0	2	0	0	0	0	0	0	0	1	0
AC110611.1	919	1998	894	409	1013	786	824	1319	1273	658	847	1175	614	1609
AC110611.2	943	1458	1224	1478	1646	1344	1280	1537	1161	1122	971	1332	1527	2129
AC110614.1	5	0	0	0	0	0	0	0	3	0	18	0	9	0
AC110615.1	3	0	7	0	1	5	0	0	14	1	0	13	21	0
AC110619.1	2	0	0	0	1	0	0	0	0	0	0	0	0	0
AC110620.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC110620.2	50	26	41	5	66	38	76	56	28	14	51	42	35	37
AC110716.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC110716.2	0	0	0	0	0	0	0	25	8	0	0	0	3	0
AC110741.1	1	0	1	1	1	1	0	1	1	0	0	1	0	1
AC110741.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC110741.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC110749.1	0	3	5	0	1	6	6	1	1	2	1	1	2	9
AC110751.1	0	0	10	0	10	5	2	1	30	0	0	24	0	28
AC110753.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC110754.1	1	0	0	0	2	12	2	0	0	7	0	0	10	8
AC110760.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC110760.2	0	0	3	0	0	0	0	0	0	0	1	0	0	2
AC110767.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AC110768.1	3	0	0	0	0	3	0	0	0	0	0	0	0	0
AC110768.2	7	2	7	1	16	2	0	2	1	3	0	8	7	9
AC110769.1	0	0	1	0	2	0	0	5	7	0	40	1	24	0
AC110769.2	2	0	1	0	4	1	2	15	4	0	0	2	9	11
AC110769.3	0	0	79	1	0	3	5	19	32	13	2	24	0	1
AC110771.1	0	0	0	0	9	1	0	0	8	0	0	0	0	0
AC110772.1	0	0	0	0	0	0	0	0	4	0	0	0	0	0
AC110772.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC110774.1	0	0	0	0	0	0	0	27	0	0	0	0	0	0
AC110775.1	1	0	0	0	0	1	3	0	1	0	0	0	3	3
AC110790.1	0	2	1	0	0	0	0	0	0	0	1	0	0	0
AC110792.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
AC110792.2	0	0	16	1	24	1	0	1	25	4	81	0	0	0
AC110792.3	5	0	8	0	19	2	15	0	3	11	0	2	4	7
AC110792.4	30	96	8	4	2	18	15	39	17	17	12	41	6	6
AC110794.1	0	0	0	0	0	0	9	0	3	0	0	0	0	9
AC110795.1	0	0	0	0	0	5	1	3	5	8	0	0	0	0
AC110800.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC110801.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AC110809.1	12	0	1	0	1	0	0	0	0	0	0	0	8	2
AC110813.1	1	0	0	0	0	0	0	11	0	5	0	7	3	0
AC110921.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC110921.2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AC110926.1	14	2	0	0	2	4	1	2	8	8	1	6	1	6
AC110926.2	0	0	0	0	0	0	12	12	2	0	12	9	36	0
AC110992.1	0	0	0	0	0	0	0	0	0	0	0	0	13	0
AC110994.1	0	0	2	0	0	0	0	0	0	0	0	8	0	0
AC110994.2	0	2	2	2	0	0	3	5	0	0	0	2	1	0
AC110994.3	14	10	2	11	10	5	9	8	7	6	6	13	2	12
AC110995.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC110998.1	6	5	1	5	2	1	7	2	11	1	2	0	0	0
AC111000.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC111000.2	8	38	0	0	0	0	0	0	0	0	0	0	0	0
AC111000.3	19	0	0	0	0	0	0	0	8	0	0	0	2	34
AC111000.4	0	0	0	0	0	0	0	0	0	0	1	0	7	2
AC111000.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC111000.6	0	0	0	0	0	0	0	0	3	0	0	0	0	0
AC111006.1	7	0	0	0	1	0	6	0	10	0	0	0	5	0
AC111149.1	0	0	1	0	0	0	0	0	0	0	1	5	1	0
AC111149.2	0	0	1	0	0	0	1	0	0	0	0	0	0	0
AC111152.1	0	0	0	0	0	1	0	12	0	0	0	0	0	1
AC111152.2	3	2	3	4	4	5	18	4	3	0	0	6	13	0
AC111152.3	3	2	1	4	11	7	6	2	2	4	3	4	1	1
AC111170.1	0	26	0	0	0	0	0	0	5	0	0	1	0	7
AC111170.2	0	0	0	0	0	2	0	0	0	0	0	0	0	0
AC111170.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC111170.4	0	1	1	1	1	0	4	1	0	0	0	15	0	0
AC111182.1	0	0	0	0	0	8	0	0	0	1	0	0	0	3
AC111182.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC111186.1	0	0	0	0	0	0	0	0	0	0	2	0	0	0
AC111186.2	13	0	1	0	0	0	3	3	0	1	7	0	0	0
AC111188.1	0	1	0	0	0	13	3	0	0	0	0	2	1	0
AC111188.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC111193.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC111194.1	3	0	0	0	6	3	9	2	3	2	20	7	17	1
AC111194.2	18	0	17	0	70	4	9	7	47	33	51	43	67	9
AC111197.1	5	7	7	6	2	13	24	2	0	1	1	4	6	8
AC111198.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC111200.1	0	0	7	0	0	0	3	0	6	1	0	0	0	1
AC112128.1	12	3	0	0	28	11	28	12	9	1	0	3	11	17
AC112169.1	4	6	0	0	0	0	0	2	1	0	0	0	0	1
AC112172.2	0	0	11	0	0	0	3	1	0	0	0	0	0	0
AC112173.1	23	0	0	0	1	0	10	0	2	0	0	0	0	5
AC112176.1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC112178.1	0	0	0	0	0	4	3	0	0	0	0	3	3	0
AC112184.1	6	0	7	0	0	4	15	4	4	0	0	0	0	2
AC112187.1	1	7	0	1	5	6	2	0	0	1	1	0	0	4
AC112187.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC112187.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC112191.1	3	11	2	0	0	1	7	4	1	0	6	0	0	11
AC112191.2	29	26	17	6	39	23	5	17	14	7	39	33	28	52
AC112191.3	14	11	10	1	37	1	0	14	38	11	5	1	18	34
AC112196.1	0	0	1	0	0	0	0	3	0	0	0	2	9	3
AC112198.1	0	1	3	0	0	0	1	0	0	1	0	0	0	3
AC112198.2	391	154	330	233	526	362	351	286	344	492	359	430	230	409
AC112198.3	0	0	0	0	0	3	0	0	0	0	3	0	0	0
AC112198.4	18	120	1	0	0	0	0	0	0	1	0	1	10	5
AC112200.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC112200.2	0	20	3	0	6	3	3	0	25	0	0	1	0	2
AC112203.1	1	1	0	0	0	1	0	0	0	0	0	0	0	0
AC112204.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC112204.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC112204.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC112206.1	11	0	0	0	1	0	1	0	1	0	0	0	0	1
AC112206.2	0	0	11	1	14	0	17	0	54	2	0	0	29	0
AC112206.3	0	0	0	0	0	0	0	0	0	0	0	0	10	0
AC112206.4	0	0	0	1	2	1	0	3	0	1	0	0	0	0
AC112211.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC112218.1	0	1	0	0	0	0	0	0	10	0	0	0	0	0
AC112218.2	2	0	0	21	5	3	3	3	5	10	19	12	4	4
AC112219.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC112219.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC112220.1	0	0	2	0	0	0	0	0	0	0	0	0	0	1
AC112220.2	1067	587	1052	409	1121	1114	677	1173	987	1113	401	771	877	933
AC112225.1	0	0	0	0	0	0	1	0	1	0	0	1	9	11
AC112229.1	1	14	5	3	19	2	3	0	5	2	0	5	0	10
AC112229.2	0	0	0	0	0	0	0	0	0	0	0	1	0	0
AC112229.3	10	11	2	10	15	9	8	9	15	9	19	17	24	18
AC112229.4	5	14	3	11	5	15	14	7	4	7	5	5	11	4
AC112230.1	0	0	0	0	0	0	0	0	6	0	0	1	27	8
AC112236.1	14	0	0	0	0	0	0	0	0	0	0	2	0	0
AC112236.2	0	0	0	0	8	3	0	0	2	0	0	0	3	1
AC112236.3	5	0	0	0	12	4	5	2	3	0	3	2	12	0
AC112240.1	2	0	0	0	0	0	0	1	0	0	0	0	0	0
AC112242.1	0	0	0	0	0	0	0	0	0	0	0	0	0	5
AC112242.2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC112243.1	1	0	3	0	0	0	1	0	0	0	0	2	0	11
AC112247.1	8	11	3	4	6	13	9	5	4	1	0	8	19	12
AC112249.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC112250.1	2	4	5	1	0	2	0	0	3	0	0	1	1	9
AC112250.2	10	188	35	0	43	2	0	3	0	0	0	0	26	4
AC112253.1	0	1	3	0	3	0	13	0	0	0	0	0	0	0
AC112253.2	85	0	0	0	0	9	0	0	0	0	0	1	1	1
AC112254.1	0	0	1	21	1	1	5	2	8	2	17	1	0	0
AC112255.1	0	0	0	2	13	0	0	4	3	17	0	31	45	1
AC112481.1	0	0	0	0	0	0	0	0	0	0	0	0	40	0
AC112481.2	9	0	2	0	0	0	0	0	8	0	0	0	0	0
AC112482.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC112482.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC112482.3	2	0	0	0	0	0	3	0	0	0	0	0	0	0
AC112484.1	40	0	29	47	4	3	2	5	7	3	10	0	32	3
AC112484.2	0	0	1	19	4	0	0	1	0	0	0	0	0	1
AC112484.3	0	0	0	0	0	0	0	3	0	0	0	0	4	0
AC112484.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC112484.5	0	0	2	11	1	17	0	18	1	0	72	0	3	0
AC112487.1	0	0	1	0	0	0	0	0	1	1	0	0	0	0
AC112487.2	0	0	4	20	7	0	5	0	11	0	38	0	18	0
AC112491.1	9	19	9	8	8	12	21	6	1	7	1	4	4	3
AC112492.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC112492.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC112492.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC112492.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC112492.5	0	4	0	0	0	2	0	0	2	2	0	2	1	1
AC112493.1	0	0	0	0	0	4	7	6	0	0	0	1	0	1
AC112495.1	0	0	0	0	0	0	0	0	4	0	0	0	1	0
AC112496.1	19	2	6	0	3	7	10	1	1	9	0	0	11	2
AC112497.1	0	0	0	0	0	0	6	0	2	0	0	0	9	0
AC112497.2	8	50	4	23	8	7	12	21	10	5	18	5	7	4
AC112498.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
AC112503.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC112503.2	0	0	5	0	0	0	0	0	14	0	0	0	0	1
AC112504.1	1	2	4	0	0	2	6	0	1	0	0	0	10	5
AC112504.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC112504.3	21	0	2	0	0	0	0	0	5	0	0	1	6	0
AC112512.1	45	2	14	0	7	22	13	8	13	2	2	5	1	6
AC112518.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC112653.1	1	4	0	0	0	0	0	0	0	0	3	0	0	1
AC112656.1	6	3	2	3	1	2	2	1	1	1	0	4	6	5
AC112673.1	0	0	0	87	0	12	2	0	0	0	28	1	0	0
AC112693.1	1	0	5	0	0	0	0	0	0	0	0	0	34	2
AC112693.2	0	0	0	0	0	2	0	0	1	0	0	0	0	0
AC112694.1	1	0	1	0	3	5	1	5	10	4	7	2	11	0
AC112694.2	0	0	3	0	0	7	2	0	5	0	22	3	0	5
AC112695.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC112698.1	0	0	1	0	0	2	0	1	1	0	0	0	1	1
AC112702.1	0	0	3	0	0	0	0	0	0	0	0	0	0	0
AC112715.1	0	0	1	0	0	0	0	0	1	0	0	0	0	0
AC112719.1	0	0	0	0	0	3	0	1	0	0	0	0	0	0
AC112719.2	5	0	9	0	1	18	13	17	6	16	0	1	21	2
AC112721.1	0	0	0	0	0	6	0	0	1	0	0	3	0	14
AC112721.2	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AC112722.1	1	0	0	0	0	1	1	6	7	5	0	0	0	0
AC112770.1	33	0	5	0	0	15	24	5	4	1	0	0	60	14
AC112771.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AC112777.1	17	31	13	27	18	33	15	26	10	15	14	6	12	18
AC112778.1	16	1	0	0	9	0	0	0	3	0	0	1	30	3
AC112786.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC112786.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC112907.1	0	0	0	0	0	0	0	1	0	0	0	0	0	2
AC112907.2	0	0	4	0	1	0	4	0	0	6	2	1	0	3
AC112907.3	27	0	9	0	37	1	15	4	37	3	1	7	22	20
AC113133.1	0	0	2	0	0	0	0	0	1	0	4	1	6	0
AC113137.1	0	0	0	0	0	2	3	0	0	0	0	0	0	2
AC113139.1	0	0	0	0	0	0	0	3	3	0	0	0	1	2
AC113143.1	88	0	11	52	27	17	11	16	7	4	1	1	0	16
AC113143.2	0	0	0	0	0	0	2	1	8	0	0	0	0	1
AC113145.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
AC113146.1	0	0	0	0	3	0	0	0	0	0	0	0	0	0
AC113167.1	0	0	10	0	1	10	1	6	20	0	126	1	28	9
AC113174.1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
AC113174.2	0	0	0	0	0	0	0	0	0	0	0	0	23	0
AC113189.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC113189.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC113189.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC113189.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC113189.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC113191.1	52	0	43	12	16	63	39	67	43	82	18	46	18	37
AC113192.1	0	0	0	0	0	3	0	0	1	0	0	0	0	0
AC113192.2	0	0	0	0	6	0	0	0	0	0	0	0	0	11
AC113192.3	0	0	0	0	0	16	0	0	14	0	32	27	2	0
AC113194.1	0	0	0	0	0	0	1	0	1	4	0	0	0	15
AC113208.1	0	0	0	0	1	0	2	0	0	0	0	0	0	3
AC113208.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC113208.3	17	3	0	0	1	11	1	7	0	0	12	0	4	3
AC113208.4	0	0	0	0	6	0	0	0	0	0	0	0	0	0
AC113208.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC113208.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC113331.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC113340.1	0	0	0	0	0	0	2	0	0	0	0	0	0	3
AC113340.2	0	0	1	0	0	0	0	1	0	0	0	0	7	2
AC113346.1	0	0	1	0	0	0	0	0	1	0	0	0	0	1
AC113346.2	0	0	1	0	0	0	3	0	0	0	2	0	27	0
AC113347.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
AC113347.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC113347.3	0	2	0	0	2	0	0	0	0	0	0	4	0	3
AC113347.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC113348.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC113348.2	0	0	0	0	1	9	2	0	5	0	0	0	13	14
AC113348.3	10	1	5	0	3	9	1	17	8	0	0	0	7	30
AC113349.1	0	0	10	2	37	2	0	1	7	5	9	4	1	3
AC113349.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC113352.1	2	0	0	8	4	0	8	0	16	0	0	0	0	10
AC113355.1	0	0	6	0	0	0	1	4	4	0	12	0	2	0
AC113361.1	31	0	0	0	0	3	1	0	0	0	0	0	0	5
AC113367.1	3	23	7	9	11	7	13	5	6	6	4	4	4	9
AC113367.2	6	14	13	9	2	9	8	5	9	18	7	11	8	13
AC113367.3	1	0	9	0	0	2	0	0	0	0	15	0	7	0
AC113368.1	0	0	0	0	0	0	3	7	0	0	0	0	12	0
AC113370.1	0	2	0	0	13	8	0	8	6	0	2	10	11	2
AC113382.1	25	0	9	0	3	36	6	0	6	0	5	0	1	0
AC113382.2	12	15	0	0	0	1	1	0	3	0	24	0	0	2
AC113385.1	0	4	7	0	5	2	0	0	5	0	10	0	27	4
AC113385.2	0	0	0	0	1	0	0	0	0	0	0	0	3	0
AC113385.3	0	0	0	0	0	0	0	0	2	0	0	0	0	0
AC113386.1	0	0	0	0	0	0	0	0	0	0	7	0	1	0
AC113391.1	0	0	0	0	0	4	0	0	0	0	0	0	0	0
AC113391.2	0	0	0	0	0	1	0	0	1	0	9	0	0	0
AC113398.1	1	4	0	0	3	2	0	0	0	0	1	1	0	4
AC113398.2	1	0	2	0	0	0	8	1	6	1	0	2	1	2
AC113403.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AC113404.1	0	0	1	0	0	0	8	0	0	0	0	0	0	0
AC113404.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC113404.3	332	393	311	290	300	290	387	385	250	361	228	265	178	276
AC113407.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
AC113410.1	0	0	5	0	0	1	0	2	0	0	0	0	0	0
AC113410.2	1	85	3	0	19	1	9	33	4	3	3	26	4	8
AC113410.3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
